Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
PLUZMS47,journalArticle,2019,"Westfall, C","From Desire to Data: How JLab's Experimental Program Evolved Part 3: From Experimental Plans to Concrete Reality, JLab Gears Up for Research, mid-1990 through 1997",PHYSICS IN PERSPECTIVE,,1422-6944,10.1007/s00016-019-00238-9,,"This is the third in a three-part article describing the development of the experimental program at the Thomas Jefferson National Accelerator Facility, from the first dreams of incisive electromagnetic probes into the structure of the nucleus through the era in which equipment was designed and constructed and a program crafted so that the long-desired experiments could begin. These developments unfolded against the backdrop of the rise of the more bureaucratic New Big Science and the intellectual tumult that grew from increasing understanding and interest in quark-level physics. Part 3, presented here, focuses on the period from 1990 to through 1997. During this period of continued revolutionary change, laboratory personnel and would be users labored to proceed from the approved 1990 experimental equipment conceptual design report, the official blueprint for the project, to fully constructed, commissioned, operating equipment under the watchful eye of Department of Energy officials and expert reviewers. The article ends with an assessment of the actual experimental resources and results compared with the initial scientific desires that prompted the decades-long effort to bring the project to life.",2019-06,2/23/23 18:12,2/23/23 18:12,,108-159,,2,21,,,,,,,,,,English,,,,WOS:000475566000003,,,,,; /Users/de51/Zotero/storage/IRHAUI9Q/Westfall - 2019 - From Desire to Data How JLab's Experimental Progr.pdf,https://link.springer.com/content/pdf/10.1007%2Fs00016-019-00238-9.pdf,nuclear physics; Continuous ElectronBeam AcceleratorFacility; New Big Science; Thomas Jefferson National Accelerator Facility; US National Laboratories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8Y9YP4J5,journalArticle,2017,"Thomasson, A; Carlile, C",Science facilities and stakeholder management: how a pan-European research facility ended up in a small Swedish university town,PHYSICA SCRIPTA,,0031-8949,10.1088/1402-4896/aa698d,,"This is the story of how a large research facility of broad European and global interest, the European Spallation Source (ESS), ended up in the small university town of Lund in Sweden. This happened in spite of the fact that a number of influential European countries were at one time or another competitors to host the facility. It is also a story about politics which attempts to illustrate how closely intertwined politics and science are, and how the interplay between those interests affects scientific progress. ESS became an arena for individual ambitions and political manoeuvring. The different stakeholders, in their striving to ensure that their own interests were realised, in various ways and with different degrees of success over the years, have influenced the key decisions that, during the already 30 year history of ESS, have driven the course that this project has taken. What emerges is that the interests of the stakeholders and the interests of the project itself are frequently not in harmony. This imposes challenges on the management of large research facilities as they have to not only navigate in the scientific landscape, which they often are more familiar with, but also in the political landscape. This story is therefore an attempt to shed light on the role of managers of large research facilities and the often delicate balancing act they have to perform when trying to comply with the different and often conflicting stakeholder interests. What is especially worthwhile examining, as we do in this paper, is the role that individuals, and the interaction between individuals, have played in the process. This shows that the focus of stakeholder theory on organisations, rather than the people in the organisations, needs to be redirected on to the individuals representing those organisations and their interrelationships. At the same time it is clear that the developing field of stakeholder management theory has not emerged into the consciousness of science facility managers or their governing bodies and is far down the list of priorities of researchers who use the facilities.",2017-06,2/23/23 18:12,2/23/23 18:12,,,,6,92,,,,,,,,,,English,,,,WOS:000400876900001,,,,,,https://iopscience.iop.org/article/10.1088/1402-4896/aa698d/pdf,MODEL; big science; stakeholder theory; politics; BIG SCIENCE; European Spallation Source; neutrons; PROSPECTS; TYRANNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQ59ARYM,journalArticle,2011,"Favali, P; Beranzoli, L; Italiano, F; Migneco, E; Musumeci, M; Papaleo, R; NEMO Collaboration",NEMO-SN1 observatory developments in view of the European Research Infrastructures EMSO and KM3NET,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,,0168-9002,10.1016/j.nima.2010.04.139,,"NEMO-SN1 (Western Ionian Sea off Eastern Sicily), the first real-time multiparameter observatory operating in Europe since 2005, is one of the nodes of the upcoming European ESFRI large-scale research infrastructure EMS() (European Multidisciplinary Seafloor Observatory), a network of seafloor observatories placed at marine sites on the European Continental Margin. NEMO-SN1 constitutes also an important test-site for the study of prototypes of Kilometre Cube Neutrino Telescope (KM3NeT), another European ESFRI large-scale research infrastructure. Italian resources have been devoted to the development of NEMO-SN1 facilities and logistics, as with the PEGASO project, while the EC project ESONET-NoE is funding a demonstration mission and a technological test. EMSO and KM3NeT are presently in the Preparatory Phase as projects funded under the EC-FP7. (c) 2010 Elsevier B.V. All rights reserved.",1/11/11,2/23/23 18:12,2/23/23 18:12,,S53-S56,,,626,,,,,,,,,,English,,,,WOS:000286446800012,,,,,; /Users/de51/Zotero/storage/9R8SADIU/Favali et al. - 2011 - NEMO-SN1 observatory developments in view of the E.pdf,https://www.sciencedirect.com/science/article/pii/S0168900210009939/pdfft?md5=1a6b6e22bafc41830ee18f16c8319c79&pid=1-s2.0-S0168900210009939-main.pdf&isDTMRedir=Y,European research infrastructures: EMS and KM3NeT; Multidisciplinary seafloor observatories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W259XJTI,journalArticle,2016,"Li, D; Pan, ZC",The Five-hundred-meter Aperture Spherical Radio Telescope project,RADIO SCIENCE,,0048-6604,10.1002/2015RS005877,,"The Five-hundred-meter Aperture Spherical Radio Telescope (FAST) is a Chinese megascience project funded by the National Development and Reform Commission (NDRC) of the People's Republic of China. The National Astronomical Observatories of China (NAOC) is in charge of its construction and subsequent operation. Upon its expected completion in September 2016, FAST will surpass the 305m Arecibo Telescope and the 100m Green Bank Telescope in terms of absolute sensitivity in the 70MHz to 3GHz bands. In this paper, we report on the project, its current status, the key science goals, and plans for early science.",2016-07,2/23/23 18:12,2/23/23 18:12,,1060-1064,,7,51,,,,,,,,,,English,,,,WOS:000382991200016,,,,,; /Users/de51/Zotero/storage/TQ786AC8/Li and Pan - 2016 - The Five-hundred-meter Aperture Spherical Radio Te.pdf,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2015RS005877,active surface; atomic hydrogen; DISCOVERY; large single dish; telescope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMG6B7SM,journalArticle,2016,"Han, YB; Zhong, LQ",Design of an L-Band Cross-Dipole Phased Array Feed for FAST,INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION,,1687-5869,10.1155/2016/5357368,,"The Five-Hundred-Meter Aperture Spherical Telescope (FAST) is a Chinese megascience project that aims to build the largest single dish radio telescope in the world. Given its multiple simultaneous beam formation, phased array feed (PAF) is widely used to extend the field of view and enhance the survey speed of the radio telescope. In this study, a broadband and low cost PAF element using cross-dipole antenna at L-band is designed based on the requirement of the FAST. The antenna is fed by two microstrip baluns which have high performance and is easy to manufacture compared to the traditional coaxial balun. A simple system model is also introduced to evaluate the PAF performance. The measured results of the fabricated element and the simulations of the system performance validate the effectiveness of element design.",2016,2/23/23 18:12,2/23/23 18:12,,,,,2016,,,,,,,,,,English,,,,WOS:000376344200001,,,,,; /Users/de51/Zotero/storage/NLZAYGRV/Han and Zhong - 2016 - Design of an L-Band Cross-Dipole Phased Array Feed.pdf,https://downloads.hindawi.com/journals/ijap/2016/5357368.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3AP3YSJ,journalArticle,2018,"Piminov, P",Project for a Super Charm-Tau Factory at BINP,PHYSICS OF PARTICLES AND NUCLEI LETTERS,,1547-4771,10.1134/S1547477118070579,,"The construction of an electron-positron collider of the megascience class, referred to as the Super Charm-Tau Factory, is envisaged at the Budker Institute of Nuclear Physics (Novosibirsk). The beam energy will vary between 1 and 2.5 GeV, and the peak luminosity of the machine will reach 10(35) cm(-2) s(-1) owing to the Crab-Waist collision scheme and to high beam currents (up to 2 A). The project provides for a longitudinal polarization of the electron beam in the collision region. The physics agenda includes in-depth studies of the c-quark and tau-lepton properties and a search for beyond-SM physics.",2018-12,2/23/23 18:12,2/23/23 18:12,,732-736,,7,15,,,,,,,,,,English,,,,WOS:000454162300006,,,,,; /Users/de51/Zotero/storage/H5TDYNW9/Piminov - 2018 - Project for a Super Charm-Tau Factory at BINP.pdf,https://link.springer.com/content/pdf/10.1134%2FS1547477118070579.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6WZNAYQM,journalArticle,2021,"Albert, F; Couprie, ME; Debus, A; Downer, MC; Faure, J; Flacco, A; Gizzi, LA; Grismayer, T; Huebl, A; Joshi, C; Labat, M; Leemans, WP; Maier, AR; Mangles, SPD; Mason, P; Mathieu, F; Muggli, P; Nishiuchi, M; Osterhoff, J; Rajeev, PP; Schramm, U; Schreiber, J; Thomas, AGR; Vay, JL; Vranic, M; Zeil, K",2020 roadmap on plasma accelerators,NEW JOURNAL OF PHYSICS,,1367-2630,10.1088/1367-2630/abcc62,,"Plasma-based accelerators use the strong electromagnetic fields that can be supported by plasmas to accelerate charged particles to high energies. Accelerating field structures in plasma can be generated by powerful laser pulses or charged particle beams. This research field has recently transitioned from involving a few small-scale efforts to the development of national and international networks of scientists supported by substantial investment in large-scale research infrastructure. In this New Journal of Physics 2020 Plasma Accelerator Roadmap, perspectives from experts in this field provide a summary overview of the field and insights into the research needs and developments for an international audience of scientists, including graduate students and researchers entering the field.",2021-03,2/23/23 18:12,2/23/23 18:12,,,,3,23,,,,,,,,,,English,,,,WOS:000629956800001,,,,,; /Users/de51/Zotero/storage/UWFEG5J5/Albert et al. - 2021 - 2020 roadmap on plasma accelerators.pdf,https://iopscience.iop.org/article/10.1088/1367-2630/abcc62/pdf,SYSTEM; COMPRESSION; DRIVEN; ELECTRON-BEAM; free electron lasers; laser wakefield acceleration; LASER-PULSES; laser–; particle beams; PETAWATT; plasma accelerators; plasma interactions; PROTON-BEAMS; strong field QED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPJ9AY8,journalArticle,2021,"Aberg, A",The ways and means of ITER: reciprocity and compromise in fusion science diplomacy,HISTORY AND TECHNOLOGY,,0734-1512,10.1080/07341512.2021.1891851,,"ITER (short for International Thermonuclear Experimental Reactor, and the Latin word for 'the way', as in 'the way to new energy'), a controlled thermonuclear fusion experiment currently being built in Cadarache, France, is one of the world's largest technoscientific collaborations. ITER's complex organisation is rooted in decisions taken during the early negotiation phase in the 1990s. This article focuses on this initial period of the ITER negotiations, showing the importance of reciprocity and compromise in the organizational decisions of the project. These decisions were enacted by actors and organisations who strived to keep ITER together through continuous 'backstage' diplomacy work. This work included finding acceptable compromises for the involved Parties on both a diplomatic and scientific level. Looking closely at such work reveals the entangled character of science and diplomacy in large international technoscientific collaborations, as well as the need for compromise to make a project like ITER materialise.",1/2/21,2/23/23 18:12,2/23/23 18:12,,106-124,,1,37,,,,,,,,,,English,,,,WOS:000656760200001,,,,,; /Users/de51/Zotero/storage/K8D4XINU/Aberg - 2021 - The ways and means of ITER reciprocity and compro.pdf,https://www.tandfonline.com/doi/pdf/10.1080/07341512.2021.1891851,big science; POLICY; compromise; Fusion; ITER; reciprocity; science diplomacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42MBDECZ,journalArticle,2011,"Thirolf, PG; Habs, D; Gross, M; Allinger, K; Bin, J; Henig, A; Kiefer, D; Ma, W; Schreiber, J",LASER PARTICLE ACCELERATION: STATUS AND PERSPECTIVES FOR NUCLEAR PHYSICS,ACTA PHYSICA POLONICA B,,0587-4254,10.5506/APhysPolB.42.843,,"High power short-pulse lasers with peak powers presently reaching Terawatts and even Petawatt levels routinely reach focal intensities of 10(18)-10(21) W/cm(2). These lasers are able to produce a variety of secondary radiation, from relativistic electrons and multi-MeV/nucleon ions to high-energetic X-rays and gamma-rays. In many laboratories world-wide large resources are presently devoted to a rapid development of this novel tool of particle acceleration, targeting nuclear, fundamental and high-field physics studies as well as various applications e.g. in medical technology for diagnostics and tumor therapy. Within the next 5 years a new EU-funded large-scale research infrastructure (ELI: Extreme Light Infrastructure) will be constructed, with one of its four pillars exclusively devoted to nuclear physics based on high intensity lasers (ELI-Nuclear Physics, to be built in Magurele/Bucharest). There the limits of laser intensity will be pushed by three orders of magnitude to yet unprecedented 10(24) W/cm(2).",2011-03,2/23/23 18:12,2/23/23 18:12,,843-852,,4-Mar,42,,,,,,,,,,English,,,,WOS:000289009300071,,,,,; /Users/de51/Zotero/storage/82GGNRUX/Thirolf et al. - 2011 - LASER PARTICLE ACCELERATION STATUS AND PERSPECTIV.pdf,https://www.actaphys.uj.edu.pl/R/42/3/379/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JVJD5BBA,journalArticle,2006,"Westfall, C",A different laboratory tale: Fifty years of Mossbauer spectroscopy,PHYSICS IN PERSPECTIVE,,1422-6944,10.1007/s00016-006-0274-6,,"I explore the fifty-year development of Mossbauer spectroscopy by focusing on three episodes in its development at Argonne National Laboratory: work by nuclear physicists using radioactive sources in the early 1960s, work by solid-state physicists using radioactive resources from the mid-1960s through the 1970s, and work by solid-state physicists using the Advanced Photon Source from the 1980s to 2005. These episodes show how knowledge about the properties of matter was produced in a national-laboratory context and highlights the web of connections that allow national-laboratory scientists working at a variety of scales to produce both technological and scientific innovations.",2006-05,2/23/23 18:12,2/23/23 18:12,,189-213,,2,8,,,,,,,,,,English,,,,WOS:000238188700004,,,,,; /Users/de51/Zotero/storage/E34UBY2S/Westfall - 2006 - A different laboratory tale Fifty years of Mossba.pdf,https://link.springer.com/content/pdf/10.1007%2Fs00016-006-0274-6.pdf,Big Science; BIG SCIENCE; nuclear physics; ABSORPTION; Argonne National Laboratory; Ercan Alp; Erich Gerdau; GAMMA-RAYS; Gilbert Perlow; Gopol Shenoy; HYPERFINE INTERACTIONS; IR-191; IRON; Michael Kalvius; Mina Rea Perlow; Mossbauer spectroscopy; NUCLEAR RESONANT SCATTERING; Robert Dunlap; Rudolf Mossbauer; solid-state physics; Stanley Hanna; Stanley Ruby; SYNCHROTRON-RADIATION; TEMPERATURES; Thomas Toellner; VON GAMMASTRAHLUNG; Wolfgang Sturhahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6PIBWCU,conferencePaper,2011,"Thirolf, PG; Habs, D; Gross, M; Allinger, K; Bin, J; Hening, A; Kiefer, D; Ma, W; Schreiber, J",Laser Ion Acceleration: Status and Perspectives for Fusion,University of Munich,2100-014X,,10.1051/epjconf/20111711001,,"High power short-pulse lasers presently reach peak powers of a few hundred Terawatts up to a Petawatt, and routinely reach focal intensities of 10(18) - 10(21) W/cm(2). These lasers are able to produce various secondary radiation, from relativistic electrons and multi-MeV/nucleon ions to high-energetic X-rays and gamma-rays. In many laboratories world-wide large efforts are presently devoted to a rapid development of this novel tool of particle acceleration, targeting nuclear, fundamental and high-field physics studies as well as various applications. Based on the Radiation Pressure Acceleration mechanism, laser-accelerated ion beams can be generated with solid-state density, thus exceeding beams from conventional accelerators by about 14 orders of magnitudes. This opens the perspective of a novel reaction scheme called 'fission-fusion', where in a first step fission is induced both in laser-accelerated fissile projectiles from a 'production target' and in a second 'reaction target' again from fissile material hit by the accelerated projectiles. Due to the unprecedented ion density, (neutron-rich) light fission fragments from projectile and target can fuse again, forming extremely exotic species approaching the region of the N = 126 waiting point of the r-process. Within the next 5 years a new EU-funded large-scale research infrastructure (ELI: Extreme Light Infrastructure) will be constructed, with one of its four pillars exclusively devoted to nuclear physics based on high intensity lasers (ELI-Nuclear Physics, to be built in Magurele/Bucharest). Studies of laser-induced nuclear reactions like the 'fission-fusion' mechanism will be amongst the experimental flagship projects pursued there.",2011,2/23/23 18:12,2/23/23 18:12,,,,,17,,,,,,,,,,English,,,,WOS:000305937100049,,,,,; /Users/de51/Zotero/storage/WJDQ527Y/Thirolf et al. - 2011 - Laser Ion Acceleration Status and Perspectives fo.pdf,https://www.epj-conferences.org/articles/epjconf/pdf/2011/07/epjconf_fusion2011_11001.pdf,NEUTRON-STAR MERGERS; R-PROCESS NUCLEOSYNTHESIS; SUPERNOVAE,,"Schmitt, CH; Navin, A; Rejmund, M; Lacroix, D; Goutte, H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5TH INTERNATIONAL CONFERENCE FUSION11,,,,,,,,,,,,,,,
RK43F6PP,journalArticle,2021,"Musulmanbekov, G; Zhezher, V",Simulation of Nuclear Fragments in Heavy Ion Collisions by Monte Carlo Generators,PHYSICS OF PARTICLES AND NUCLEI,,1063-7796,10.1134/S1063779621040456,,"To provide the computer simulation support to the new experimental facilities BM@N and MPD at the accelerator complex NICA we performed an upgrade of the Monte Carlo generator DCM-QGSM and developed a new generator, DCM-SMM, on the basis of the Dubna cascade model (DCM). The generators aimed to simulate particle-nucleus and nucleus-nucleus collisions in a wide range of energy and thus can serve as an effective tool for analysis of physical effects. A particularity of the generators is their capability to simulate nuclear fragments.",2021-07,2/23/23 18:12,2/23/23 18:12,,598-603,,4,52,,,,,,,,,,English,,,,WOS:000698391900019,,,,,; /Users/de51/Zotero/storage/7VIFNXT7/Musulmanbekov and Zhezher - 2021 - Simulation of Nuclear Fragments in Heavy Ion Colli.pdf,https://link.springer.com/content/pdf/10.1134%2FS1063779621040456.pdf,GLUON STRING MODEL; HYPERNUCLEI; LIGHT; MULTIFRAGMENTATION; QUARK; SPECTATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7YMWTAMD,journalArticle,2016,"Wilson, MN",A Golden Anniversary: 50 Years of Superconductivity at MT,IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,,1051-8223,10.1109/TASC.2016.2541091,,"It has now been 50 years since the first Magnet Technology Conference at Stanford Linear Accelerator Center, USA. This review traces the development of superconducting magnet technology, as reported at MT, from a minority interest at the first MT to the dominant topic now. We start with the ""big science"" areas of accelerators and fusion and then move on to the commercial areas of NMR and MRI, finishing with some engineering activities in the areas of transportation, magnetic separation, and electric power.",2016-06,2/23/23 18:12,2/23/23 18:12,,,,4,26,,,,,,,,,,English,,,,WOS:000376102500001,,,,,,https://ieeexplore.ieee.org/stampPDF/getPDF.jsp?tp=&arnumber=7431979&ref=,PERFORMANCE; superconductivity; COILS; Cryogenics; electric power; FABRICATION; fault current limiter; FAULT CURRENT LIMITER; fusion; generator; high energy physics; HTS; liquid helium; LTS; maglev; MAGNET SYSTEM; magnetic separation; motor; MRI; NMR; particle accelerator; superconducting magnets; TOKAMAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968C8JM2,journalArticle,2020,"Xu, YD; Zhang, X",The Square Kilometre Array and 21 cm cosmology,SCIENTIA SINICA-PHYSICA MECHANICA & ASTRONOMICA,,1674-7275,10.1360/SSPMA-2020-0030,,"Detecting the 21 cm signals of neutral hydrogen atoms is crucial to understanding the physics of the Universe during its first billion years, and can also provide an important cosmological probe to the expansion history of the late universe, the properties of dark matter and dark energy, and the formation and evolution of various structures. The Square Kilometre Array (SKA) is an international big-science project, and it will be the largest radio telescope in the world after its completion of construction. In the forthcoming decades, the SKA will undoubtedly push the 21 cm cosmology into a new era.",2020,2/23/23 18:12,2/23/23 18:12,,,,7,50,,,,,,,,,,Chinese,,,,WOS:000542069200012,,,,,; /Users/de51/Zotero/storage/FEV6I67Y/Xu and Zhang - 2020 - The Square Kilometre Array and 21 cm cosmology.pdf,https://engine.scichina.com/doi/pdf/B12B9BD5123C4E009A2EF93BC94DCEA9,Square Kilometre Array; 21 cm cosmology; cosmic dawn and reionization; dark energy; neutral hydrogen sky survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMIRC7ZD,journalArticle,,"Curli, B","The Origins of Euratom's Research on Controlled Thermonuclear Fusion: Cold War Politics and European Integration, 1958-1968",CONTEMPORARY EUROPEAN HISTORY,,0960-7773,10.1017/S0960777322000133,,"The article traces the origins and early developments of European fusion research in the framework of Euratom and of postwar nuclear international institutionalism, and as an episode of both the technoscientific Cold War and the interaction between big science and politics in the history of European integration. Based on original Italian, French and European Union archival sources, the article deals with four main passages of Euratom's fusion history: the Euratom treaty and Euratom's first five-year programme (1958-62); the early attempts to establish a Euratom - CERN Joint Study Group for Fusion Research (1958-9); the launching of Euratom's first fusion programme; and the contribution of Euratom's 'fusion association contracts' with the member states to the creation and training of a European transnational epistemic community of fusion scientists and technocrats. The Merger Treaty of 1965, the 'crisis' of Euratom and the prospect of British entry in the Community, as well as the 'tokamak revolution' of the late 1960s, would contribute to substantially redefine the European fusion programme.",,2/23/23 18:12,2/23/23 18:12,,,,,,,,,,,,,,,English,,,,WOS:000800690900001,,,,,; /Users/de51/Zotero/storage/PAFVWIJA/Curli - The Origins of Euratom's Research on Controlled Th.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/77C7A800417FEB794C932E77ECE35442/S0960777322000133a.pdf/div-class-title-the-origins-of-euratom-s-research-on-controlled-thermonuclear-fusion-cold-war-politics-and-european-integration-1958-1968-div.pdf,POLICY; HEISENBERG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT2346HM,journalArticle,1994,"KAY, WD",DEMOCRACY AND SUPER TECHNOLOGIES - THE POLITICS OF THE SPACE-SHUTTLE AND SPACE STATION FREEDOM,SCIENCE TECHNOLOGY & HUMAN VALUES,,0162-2439,10.1177/016224399401900201,,"A significant share of the U.S. federal R&D budget is devoted to large-scale, complex technological systems commonly referred to as ''big science.'' Over the last two decades, these systems have continued to grow in size, complexity, development time, and cost. At the same time, political changes in the United States, particularly the concem over government spending and the federal budget deficit, have made it more difficult for proponents to secure and preserve support for these programs over their (increasingly long) lifetimes. Using the U S. space shuttle and space station programs as examples, the article shows that the political requirements for obtaining approval and finding for large and expensive research and development projects create conditions that reduce the likelihood that they will succeed technologically. The problems of technology-based projects like those of the US. space program are in fact deeply rooted in the American political process itself.",1994,2/23/23 18:12,2/23/23 18:12,,131-151,,2,19,,,,,,,,,,English,,,,WOS:A1994ND36700001,,,,,,https://journals.sagepub.com/doi/pdf/10.1177/016224399401900201,POLICY; NASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UE3NHL2D,journalArticle,2021,"Bleiner, D",Tabletop Beams for Short Wavelength Spectrochemistry,SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,,0584-8547,10.1016/j.sab.2020.105978,,"Spectrochemistry is the instrumental analysis of substances with light pulses. High brightness beams such as lasers, capillary discharges, etc. have dramatically contributed to the advancement of spectrochemistry, and largely replaced traditional continuous wave lamps. To extend this progress, intense pulses of even shorter wavelengths than state-of-the-art, such as in the extreme ultraviolet or soft/hard X-ray regions, are necessary. With that, one is able to carry out tabletop spectroscopy with high resolution in space, time and frequency. Unfortunately, such advanced beams are not yet commercially available but only found at synchrotron beamlines. Here, the user access is discontinuous, granted to large teams (""big science""), and mainly dedicated to proof-of-principle experiments. To fill the 24/7 gap between users and tools, prototypes of high-brightness shortwavelength sources for tabletop operation, have been developed. Complementary figures-of-merit make them unique for specific high resolution domains, such as generating tunable hard X-rays, monochromatic lines, or ultrafast pulses. Advantages of these tabletop high-brightness short-wavelength sources for spectroscopy are discussed as well as their limitations.",2021-07,2/23/23 18:12,2/23/23 18:12,,,,,181,,,,,,,,,,English,,,,WOS:000670306700008,,,,,; /Users/de51/Zotero/storage/W7LR7C3K/Bleiner - 2021 - Tabletop Beams for Short Wavelength Spectrochemist.pdf,https://www.sciencedirect.com/science/article/pii/S0584854720304171/pdfft?md5=6502b9a9d93fe8c34ea8ebe4f96117cf&pid=1-s2.0-S0584854720304171-main.pdf&isDTMRedir=Y,2010 MSC; Beamline; Betatron; BREMSSTRAHLUNG; ENERGY PHOTOELECTRON-SPECTROSCOPY; Extreme ultraviolet; EXTREME-ULTRAVIOLET; FINE-STRUCTURE SPECTROSCOPY; Harmonics; LASER-PLASMA; LIGHT-SOURCES; ORDER HARMONIC-GENERATION; Plasma; RADIATION; REPETITION-RATE; Soft X-ray; Spectrochemistry; X-RAY-ABSORPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3BNJ8ME,journalArticle,2016,"Borge, MJG; Riisager, K","HIE-ISOLDE, the project and the physics opportunities",EUROPEAN PHYSICAL JOURNAL A,,1434-6001,10.1140/epja/i2016-16334-4,,"The ISOLDE facility at CERN offers the largest selection of ISOL beams today. The overall aim of the HIE-ISOLDE project is to enlarge the physics domains achievable with these beams, in particular by raising the maximum energy of post-accelerated beams to more than 10MeV/u. An outline of the history of the project is followed by a succinct description of the superconducting linac chosen for acceleration and an overview of the parts of the project aiming to the improvement of the beam quality and intensity. Concrete examples are given of experiments that will be performed at HIE-ISOLDE.",11/17/16,2/23/23 18:12,2/23/23 18:12,,,,11,52,,,,,,,,,,English,,,,WOS:000391808700001,,,,,"; /Users/de51/Zotero/storage/KTWM5ZAK/Borge and Riisager - 2016 - HIE-ISOLDE, the project and the physics opportunit.pdf",https://link.springer.com/content/pdf/10.1140%2Fepja%2Fi2016-16334-4.pdf,DESIGN; SPECTROSCOPY; COULOMB-EXCITATION; NUCLEAR-STRUCTURE; RADIOACTIVE BEAMS; REX; STORAGE-RING; UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIQIHEA2,journalArticle,,"Costa, E",The Western European Left and the First Moon Landing: The Fall of Scientific Enthusiasm and the Ebb of Socialism,INTERNATIONAL HISTORY REVIEW,,0707-5332,10.1080/07075332.2022.2046129,,"During the Cold War, the thinking of Western European social democrats and communists around science shifted from optimism about scientific progress as necessary to solve social problems to scepticism and concern for technological risks and unaccountable technocracy. The first moon landing offers a vantage point to analyse this transition, as it started a debate about science and crystallised hostility towards scientific funding through taxpayers' money. The reactions of the Western European Left towards Apollo were varied and can be classified into three categories: Big Science Socialism, which celebrated the positive feedback loop between science, state power and socialism; Earth-First Critique, which balanced celebration with reminding of urgent problems on Earth; Radical Anti-Scientism, to which Apollo epitomised imperialistic capitalism and the hegemony of materialistic scientism over humanism. The article examines three figures who approved the Apollo programme for helping collectivism (Tony Benn, Emilio Sereni, Karl Steinbuch) and three figures who condemned it (Marcello Cini, Nigel Calder, Robert Jungk). Beyond these extremes, the article examines the fourth, more nuanced position of the British Labour Party, the German Social Democrats (SPD) and the Italian Communist Party (PCI), which had to reinvent science policies beyond exhausted technocratic dreams and inflexible renunciation of technological modernity.",,2/23/23 18:12,2/23/23 18:12,,,,,,,,,,,,,,,English,,,,WOS:000764917900001,,,,,,https://www.tandfonline.com/doi/pdf/10.1080/07075332.2022.2046129,astroculture; British Labour Party; First moon landing; Italian Communist Party (PCI); Social Democratic Party of Germany (SPD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
